Ticker,Name,"OPM
","Mcap
","DivY
","ICB_sector
","ICB_supersector
","P/B
","P/E
"
8697 JT Equity,Japan Exchange Group Inc,53.62376785,1.06E+12,2.773358509,Investment Services,Financial Services,4.06210804,22.42863655
3834 JT Equity,Asahi Net Inc,14.86256313,16128000000,3.571428571,Internet,Technology,1.579179764,22.4199295
8016 JT Equity,Onward Holdings Co Ltd,2.125680923,1.38E+11,2.919708029,Clothing & Accessories,Personal & Household Goods,0.708523154,22.39233017
6845 JT Equity,Azbil Corp,7.905890942,3.63E+11,1.685430864,Electronic Equipment,Industrial Goods & Services,2.110131502,22.38669205
9716 JT Equity,Nomura Co Ltd,7.053634167,1.36E+11,2.030008826,Business Support Services,Industrial Goods & Services,3.205245256,22.35529709
8252 JT Equity,Marui Group Co Ltd,13.18569565,5.07E+11,1.735792556,Broadline Retailers,Retail,1.760751605,22.3113308
6101 JT Equity,Tsugami Corp,7.510353088,77880000512,1.271186441,Industrial Machinery,Industrial Goods & Services,2.35204339,22.28727913
3683 JT Equity,Cyberlinks Co Ltd,6.005525112,5607910400,,Computer Services,Technology,1.54198432,22.28637505
9790 JT Equity,Fukui Computer Holdings Inc,31.23370171,53245001728,1.238302391,Software,Technology,3.924783707,22.2617569
6157 JT Equity,NS Tool Co Ltd,22.81211281,39512641536,1.424050633,Industrial Machinery,Industrial Goods & Services,3.42846036,22.24255562
3580 JT Equity,Komatsu Seiren Co Ltd,4.028211117,45729460224,,Clothing & Accessories,Personal & Household Goods,1.292660356,22.22734833
7741 JT Equity,Hoya Corp,22.19039154,2.17E+12,1.375471514,Electronic Equipment,Industrial Goods & Services,4.046933651,22.20078278
4063 JT Equity,Shin-Etsu Chemical Co Ltd,19.2836628,4.81E+12,1.276774445,Specialty Chemicals,Chemicals,2.104999781,22.17661667
7921 JT Equity,Takara Printing Co Ltd,9.739372253,24579907584,,Business Support Services,Industrial Goods & Services,1.535669327,22.16001892
9697 JT Equity,Capcom Co Ltd,15.65905666,2.89E+11,1.403348954,Software,Technology,2.90275836,22.14500427
2812 JT Equity,Yaizu Suisankagaku Industry Co Ltd,5.774635792,15980786688,,Food Products,Food & Beverage,0.76560849,22.08588982
7518 JT Equity,NET One Systems Co Ltd,3.655014992,1.35E+11,1.957875293,Computer Services,Technology,2.312154531,22.08485603
3964 JT Equity,Aucnet Inc,16.72075462,41253482496,1.732178548,Specialized Consumer Services,Retail,2.483736038,22.0767765
2325 JT Equity,NJS Co Ltd,7.470221996,16147136512,,Business Support Services,Industrial Goods & Services,0.943707287,22.04994583
5261 JT Equity,Resol Holdings Co Ltd,8.16336441,23286177792,,Hotels,Travel & Leisure,1.964100242,22.04371834
9987 JT Equity,Suzuken Co Ltd/Aichi Japan,0.879705012,4.50E+11,1.318006932,Pharmaceuticals,Health Care,1.027036428,22.03089333
6044 JT Equity,Sanki Service Corp,6.137894154,10959116288,1.215002641,Business Support Services,Industrial Goods & Services,5.442291737,22.00906944
3656 JT Equity,KLab Inc,18.26574135,69346885632,,Software,Technology,5.531472206,21.99717331
2198 JT Equity,I K K Inc,10.0218277,24594532352,1.461632156,Specialized Consumer Services,Retail,2.333767176,21.96361732
9438 JT Equity,MTI Ltd,13.10432816,38239674368,2.547770701,Mobile Telecommunications,Telecommunications,1.910453081,21.95036697
4997 JT Equity,Nihon Nohyaku Co Ltd,5.823463917,47688237056,2.202643172,Specialty Chemicals,Chemicals,0.979445279,21.93943214
3880 JT Equity,Daio Paper Corp,4.932515144,2.23E+11,0.702341137,Paper,Basic Resources,1.188239932,21.91632271
9130 JT Equity,Kyoei Tanker Co Ltd,17.25453377,7175699968,,Marine Transportation,Industrial Goods & Services,0.664203823,21.89031792
4206 JT Equity,Aica Kogyo Co Ltd,11.93605614,2.63E+11,2.368082368,Building Materials & Fixtures,Construction & Materials,2.105668783,21.87623215
4641 JT Equity,Altech Corp,10.70327759,56827367424,2.692003167,Business Training Employment Agency,Industrial Goods & Services,4.205574989,21.81064606
6370 JT Equity,Kurita Water Industries Ltd,9.081784248,4.01E+11,1.515918958,Industrial Machinery,Industrial Goods & Services,1.662778258,21.80636215
2117 JT Equity,Nissin Sugar Co Ltd,5.476353168,47184351232,,Food Products,Food & Beverage,0.908075511,21.80199051
2533 JT Equity,Oenon Holdings Inc,2.353344917,29644959744,,Distillers & Vintners,Food & Beverage,1.424055696,21.68906021
2327 JT Equity,NS Solutions Corp,9.265591621,2.95E+11,1.605136437,Computer Services,Technology,2.222893715,21.65450096
8155 JT Equity,Mimasu Semiconductor Industry Co Ltd,6.122280121,70284419072,1.414141414,Semiconductors,Technology,1.109966397,21.65354347
6412 JT Equity,Heiwa Corp,19.65384674,2.09E+11,3.811338733,Gambling,Travel & Leisure,0.959312975,21.62802696
6640 JT Equity,Dai-ichi Seiko Co Ltd,5.014925003,36054355968,1.159554731,Semiconductors,Technology,0.770190775,21.6205368
9502 JT Equity,Chubu Electric Power Co Inc,5.240677834,1.17E+12,2.213585906,Conventional Electricity,Utilities,0.670503616,21.60856819
2503 JT Equity,Kirin Holdings Co Ltd,11.32492447,2.78E+12,1.554970484,Brewers,Food & Beverage,3.372959375,21.60090828
6809 JT Equity,Toa Corp/Hyogo,6.905231953,43516162048,1.746031746,Electronic Equipment,Industrial Goods & Services,1.01870954,21.59868622
1883 JT Equity,Maeda Road Construction Co Ltd,11.43208885,2.08E+11,2.487562189,Heavy Construction,Construction & Materials,0.963889658,21.57704544
4726 JT Equity,Softbank Technology Corp,4.461947918,41338408960,0.799573561,Computer Services,Technology,2.85244894,21.54340935
9735 JT Equity,Secom Co Ltd,14.12027645,1.87E+12,1.933150412,Business Support Services,Industrial Goods & Services,1.889001608,21.54212379
8933 JT Equity,NTT Urban Development Corp,16.64236832,4.09E+11,1.481094115,Real Estate Holding & Development,Real Estate,1.841273904,21.52380943
2915 JT Equity,Kenko Mayonnaise Co Ltd,5.630402088,59231219712,1.029207232,Food Products,Food & Beverage,1.937962651,21.51921463
8703 JT Equity,kabu.com Securities Co Ltd,44.11793518,1.30E+11,3.125,Investment Services,Financial Services,2.959014177,21.51260567
3088 JT Equity,Matsumotokiyoshi Holdings Co Ltd,5.312884808,5.03E+11,1.1788426,Drug Retailers,Retail,2.442030907,21.51215744
8732 JT Equity,Money Partners Group Co Ltd,20.62176132,14191758336,,Investment Services,Financial Services,1.045486093,21.50537682
7618 JT Equity,PC Depot Corp,7.331112862,38151241728,1.793103448,Specialty Retailers,Retail,1.605806351,21.48148155
4617 JT Equity,Chugoku Marine Paints Ltd,6.642142773,75906637824,1.637852593,Specialty Chemicals,Chemicals,0.962231278,21.45646286
9769 JT Equity,Gakkyusha Co Ltd,15.05371571,19697891328,,Business Training Employment Agency,Industrial Goods & Services,5.183725834,21.44499588
7245 JT Equity,Daido Metal Co Ltd,5.999474049,59253133312,2.427921093,Industrial Machinery,Industrial Goods & Services,1.084969759,21.43786621
2501 JT Equity,Sapporo Holdings Ltd,3.08803606,2.38E+11,1.30794702,Brewers,Food & Beverage,1.356082201,21.42755699
2139 JT Equity,Chuco Co Ltd,6.596415043,5156208128,,Publishing,Media,2.638859034,21.41603279
7782 JT Equity,Sincere Co Ltd,6.2201581,4789815808,1.575931232,Medical Supplies,Health Care,2.052754641,21.41104317
3076 JT Equity,Ai Holdings Corp,16.96163177,1.61E+11,1.291535698,Electronic Office Equipment,Technology,3.197421074,21.38767433
8840 JT Equity,Daikyo Inc,6.307782173,1.92E+11,2.631578947,Real Estate Holding & Development,Real Estate,1.113268256,21.38435555
9684 JT Equity,Square Enix Holdings Co Ltd,12.31907177,5.50E+11,1.3320713,Software,Technology,2.820858717,21.37993431
7600 JT Equity,Japan Medical Dynamic Marketing Inc,14.01281738,26978922496,0.785083415,Medical Equipment,Health Care,2.057205439,21.37612724
9663 JT Equity,Nagawa Co Ltd,15.01644707,75815690240,,Home Construction,Personal & Household Goods,1.718166828,21.36112022
4318 JT Equity,Quick Co Ltd,13.70593643,34587521024,1.877415792,Business Training Employment Agency,Industrial Goods & Services,5.029548168,21.2908535
2875 JT Equity,Toyo Suisan Kaisha Ltd,7.705172062,4.58E+11,1.451027811,Food Products,Food & Beverage,1.485218525,21.26729393
6871 JT Equity,Micronics Japan Co Ltd,5.299595833,45348683776,0.970873786,Semiconductors,Technology,1.918970585,21.23950195
8725 JT Equity,MS&AD Insurance Group Holdings Inc,6.802620888,2.09E+12,3.685851999,Property & Casualty Insurance,Insurance,0.67146039,21.22167397
6436 JT Equity,Amano Corp,10.9595089,2.22E+11,1.864640884,Electronic Equipment,Industrial Goods & Services,2.162134647,21.19437981
4718 JT Equity,Waseda Academy Co Ltd,5.163210869,13936079872,1.794258373,Specialized Consumer Services,Retail,1.875987649,21.19138145
3160 JT Equity,OOMITSU Co Ltd,1.40781498,11527335936,,Food Products,Food & Beverage,2.720964432,21.16362953
7898 JT Equity,Wood One Co Ltd,4.312137127,14182277120,,Building Materials & Fixtures,Construction & Materials,0.325349987,21.16316605
8628 JT Equity,Matsui Securities Co Ltd,56.51470566,2.57E+11,4.793138244,Investment Services,Financial Services,2.679629087,21.10306549
6866 JT Equity,Hioki EE Corp,11.98120117,49225519104,1.851851852,Electrical Components & Equipment,Industrial Goods & Services,2.08389926,21.0658989
6999 JT Equity,Koa Corp,6.877192974,88691073024,1.55180283,Electrical Components & Equipment,Industrial Goods & Services,1.334043741,21.03898621
8369 JT Equity,Bank of Kyoto Ltd/The,29.22483826,4.72E+11,0.963081862,Banks,Banks,0.502195477,21.00032997
9603 JT Equity,HIS Co Ltd,2.626133919,2.57E+11,0.812194936,Travel & Tourism,Travel & Leisure,2.63895154,20.97686577
5344 JT Equity,Maruwa Co Ltd/Aichi,15.38881683,1.06E+11,0.515826495,Electrical Components & Equipment,Industrial Goods & Services,2.193000317,20.95668602
2475 JT Equity,WDB Holdings Co Ltd,10.43996143,70811803648,0.52407932,Business Training Employment Agency,Industrial Goods & Services,5.188753605,20.9222374
7740 JT Equity,Tamron Co Ltd,7.018645763,59425501184,2.183406114,Recreational Products,Personal & Household Goods,1.188594937,20.91324234
4109 JT Equity,Stella Chemifa Corp,14.64656639,42216329216,1.283255086,Specialty Chemicals,Chemicals,1.317575336,20.90175247
6796 JT Equity,Clarion Co Ltd,5.83398819,95002042368,0.833333319,Auto Parts,Automobiles & Parts,2.026665449,20.89422226
9533 JT Equity,Toho Gas Co Ltd,5.93904686,3.44E+11,1.564914992,Gas Distribution,Utilities,1.074730515,20.88444138
2874 JT Equity,Yokohama Reito Co Ltd,3.25631094,61968289792,2.098540146,Food Products,Food & Beverage,0.821314514,20.85235977
6645 JT Equity,Omron Corp,8.507417679,1.30E+12,1.316744235,Electronic Equipment,Industrial Goods & Services,2.470068455,20.83691406
8158 JT Equity,Soda Nikka Co Ltd,1.161470056,19379359744,,Commodity Chemicals,Chemicals,0.784206033,20.78441048
4218 JT Equity,Nichiban Co Ltd,9.190169334,68435419136,1.151515152,Specialty Chemicals,Chemicals,2.085161924,20.78347397
6273 JT Equity,SMC Corp/Japan,28.93760681,2.89E+12,0.913170657,Industrial Machinery,Industrial Goods & Services,2.494180202,20.75690269
6856 JT Equity,Horiba Ltd,13.73292637,3.41E+11,1.583732862,Electronic Equipment,Industrial Goods & Services,2.239491224,20.73464394
5658 JT Equity,Nichia Steel Works Ltd,2.186136961,18217928704,,Iron & Steel,Basic Resources,0.39099735,20.71806908
9788 JT Equity,NAC Co Ltd,0.880083025,18007918592,,Business Support Services,Industrial Goods & Services,1.152338386,20.70598412
6418 JT Equity,Japan Cash Machine Co Ltd,5.785816193,36900585472,1.366559486,Electronic Equipment,Industrial Goods & Services,1.096413016,20.66307831
8806 JT Equity,Daibiru Corp,27.10450935,1.48E+11,1.346001584,Real Estate Holding & Development,Real Estate,0.943588734,20.64737701
7775 JT Equity,Daiken Medical Co Ltd,20.37301826,23497920512,2.845528455,Medical Equipment,Health Care,3.406754971,20.62028503
4739 JT Equity,Itochu Techno-Solutions Corp,7.68274498,5.19E+11,2.005504216,Computer Services,Technology,2.557689428,20.61894989
3591 JT Equity,Wacoal Holdings Corp,5.648838043,2.23E+11,1.736334405,Clothing & Accessories,Personal & Household Goods,0.887788355,20.57831001
5233 JT Equity,Taiheiyo Cement Corp,7.918351173,4.86E+11,1.789228851,Building Materials & Fixtures,Construction & Materials,1.221617103,20.57447243
9381 JT Equity,AIT Corp,5.962312222,23389210624,3.209459459,Transportation Services,Industrial Goods & Services,4.053379536,20.56841087
5310 JT Equity,Toyo Tanso Co Ltd,10.52213383,62591705088,1.336898396,Specialty Chemicals,Chemicals,1.036128044,20.56781387
4554 JT Equity,Fuji Pharma Co Ltd,12.19091797,75634196480,1.157024793,Pharmaceuticals,Health Care,2.154096365,20.54852676
3048 JT Equity,Bic Camera Inc,2.764092922,3.32E+11,0.698985322,Specialty Retailers,Retail,2.442212105,20.52528
7885 JT Equity,Takano Co Ltd,5.00108099,14730576896,1.494130203,Furnishings,Personal & Household Goods,0.510287404,20.52304268
6981 JT Equity,Murata Manufacturing Co Ltd,17.72001266,3.25E+12,1.798556062,Electrical Components & Equipment,Industrial Goods & Services,2.108187199,20.49921036
9869 JT Equity,Kato Sangyo Co Ltd,0.954798996,1.47E+11,,Food Products,Food & Beverage,1.243898749,20.48154259
8022 JT Equity,Mizuno Corp,0.765163004,84120141824,1.579778831,Recreational Products,Personal & Household Goods,0.887256265,20.47086143
7979 JT Equity,Shofu Inc,6.195919991,23172059136,1.390820584,Medical Supplies,Health Care,0.939771593,20.46392632
9783 JT Equity,Benesse Holdings Inc,1.786839008,3.90E+11,2.49343832,Specialized Consumer Services,Retail,2.050344229,20.46296692
4812 JT Equity,ISI-Dentsu,6.57972002,90831781888,2.081090779,Computer Services,Technology,1.900879622,20.45654678
5449 JT Equity,Osaka Steel Co Ltd,9.58397007,97074839552,,Iron & Steel,Basic Resources,0.635434151,20.39801025
7003 JT Equity,Mitsui E&S Holdings Co Ltd,1.135257959,1.44E+11,1.735106998,Commercial Vehicles & Trucks,Industrial Goods & Services,0.568599105,20.36993599
3271 JT Equity,Global Ltd/The,5.852011204,11472789504,,Real Estate Holding & Development,Real Estate,1.649706364,20.36952782
8131 JT Equity,Mitsuuroko Group Holdings Co Ltd,1.893213987,57030926336,,Gas Distribution,Utilities,0.68579495,20.3501091
8283 JT Equity,PALTAC CORPORATION,2.074462891,3.40E+11,1.203738346,Personal Products,Personal & Household Goods,1.887271523,20.34530067
5951 JT Equity,Dainichi Co Ltd,4.079405785,15761451008,,Durable Household Products,Personal & Household Goods,0.567341924,20.31441879
6349 JT Equity,Komori Corp,1.976585984,85589671936,2.911208151,Industrial Machinery,Industrial Goods & Services,0.605774641,20.26847649
6925 JT Equity,Ushio Inc,4.976857185,2.09E+11,1.846909237,Electrical Components & Equipment,Industrial Goods & Services,0.845014691,20.2295742
7606 JT Equity,United Arrows Ltd,6.29745388,1.24E+11,1.911712981,Apparel Retailers,Retail,3.408582211,20.2226963
9260 JT Equity,Nishimoto Co Ltd,3.675077915,68464476160,1.991614256,Food Retailers & Wholesalers,Retail,1.37608397,20.18022728
4282 JT Equity,EPS Holdings Inc,12.55084229,1.02E+11,1.245471014,Medical Supplies,Health Care,2.392520905,20.16990852
4502 JT Equity,Takeda Pharmaceutical Co Ltd,8.998990059,3.90E+12,3.665241295,Pharmaceuticals,Health Care,1.814844251,20.15240479
6367 JT Equity,Daikin Industries Ltd,11.29024506,3.68E+12,1.063976151,Building Materials & Fixtures,Construction & Materials,2.791604042,20.10618591
7832 JT Equity,Bandai Namco Holdings Inc,10.1986742,7.83E+11,2.552314921,Toys,Personal & Household Goods,2.037849903,20.09692001
8185 JT Equity,Chiyoda Co Ltd,4.80436182,1.05E+11,2.869230374,Apparel Retailers,Retail,1.203153491,20.089571
9401 JT Equity,Tokyo Broadcasting System Holdings Inc,5.593717098,3.91E+11,1.345665199,Broadcasting & Entertainment,Media,0.656866312,20.06988716
8279 JT Equity,Yaoko Co Ltd,4.434861183,2.32E+11,0.906735751,Food Retailers & Wholesalers,Retail,2.681151152,20.0623703
3763 JT Equity,Pro-Ship Inc,37.56115341,20442431488,,Software,Technology,2.714196682,20.03092957
9744 JT Equity,Meitec Corp,12.38377762,1.82E+11,2.845041322,Business Support Services,Industrial Goods & Services,4.422203064,20.01588058
4775 JT Equity,Sogo Medical Co Ltd,5.112259865,89617195008,1.027045532,Drug Retailers,Retail,2.503769875,20.01301765
9322 JT Equity,Kawanishi Warehouse Co Ltd,2.393429995,14947562496,,Business Support Services,Industrial Goods & Services,0.825509429,19.99558067
2735 JT Equity,Watts Co Ltd,2.54630208,15019668480,,Specialty Retailers,Retail,1.431838512,19.98885345
2212 JT Equity,Yamazaki Baking Co Ltd,2.856820107,5.02E+11,0.877192982,Food Products,Food & Beverage,1.582482815,19.92658615
4779 JT Equity,Softbrain Co Ltd,11.73447227,13372560384,,Internet,Technology,3.253173828,19.89866447
4275 JT Equity,Carlit Holdings Co Ltd,2.829195976,24362649600,1.184600197,Specialty Chemicals,Chemicals,0.936646283,19.8510685
6289 JT Equity,Giken Ltd,19.73425865,73173016576,2.243829469,Commercial Vehicles & Trucks,Industrial Goods & Services,2.138949871,19.84121132
2678 JT Equity,ASKUL Corp,2.63906002,1.85E+11,1.113602392,Industrial Suppliers,Industrial Goods & Services,3.474877834,19.82574654
3098 JT Equity,cocokara fine Inc,2.693244934,1.86E+11,0.960219479,Drug Retailers,Retail,2.02875042,19.8146286
2908 JT Equity,Fujicco Co Ltd,8.793952942,82789941248,1.521555368,Food Products,Food & Beverage,1.102798581,19.79783821
4971 JT Equity,MEC Co Ltd,20.38334656,36007542784,1.226309922,Specialty Chemicals,Chemicals,2.357656956,19.78167343
3106 JT Equity,Kurabo Industries Ltd,3.807075024,85514625024,,Clothing & Accessories,Personal & Household Goods,0.795378029,19.67579651
2809 JT Equity,Kewpie Corp,5.565545082,3.68E+11,1.611587107,Food Products,Food & Beverage,1.58798933,19.63863564
7994 JT Equity,Okamura Corp,4.989947796,1.65E+11,1.773533424,Furnishings,Personal & Household Goods,1.343744755,19.63831139
3395 JT Equity,St Marc Holdings Co Ltd,11.44661522,70951510016,1.990369181,Restaurants & Bars,Travel & Leisure,1.486534357,19.60105705
6268 JT Equity,Nabtesco Corp,10.43403053,5.00E+11,1.848655768,Industrial Machinery,Industrial Goods & Services,2.938849211,19.59774399
9787 JT Equity,Aeon Delight Co Ltd,5.682820797,2.08E+11,1.707846613,Business Support Services,Industrial Goods & Services,2.068578005,19.59505272
